mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
31120947,Single-Family,Active,9502 Bob White Drive,Houston,77096,Harris,430000,20,Maplewood South,Brays Oaks,27,Houston,ELROD ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2283,188.35,1965,4,2,2,1,1,2,Traditional,104
56116197,Single-Family,Active,9606 Sumerlin Street,Houston,77075,Harris,179900,3,Eastridge Terrace,Southbelt/Ellington,41,Pasadena,ATKINSON ELEMENTARY SCHOOL,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1244,144.61,1965,3,1,1,0,1,0,Traditional,29
33542154,Single-Family,Active,5934 Lattimer dr ,Houston,77035,Harris,220000,20,Parkwest,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2036,108.06,1965,3,2,2,0,1,2,Traditional,43
29187413,Single-Family,Active,5923 Mcknight Street,Houston,77035,Harris,340000,20,Parkwest Sec 03,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2012,168.99,1965,3,2,2,0,1,1,Traditional,77
31887701,Single-Family,Active,5914 Lattimer Drive,Houston,77035,Harris,249990,20,Parkwest Sec 03,Brays Oaks,27,Houston,ANDERSON ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1969,126.96,1965,3,2,2,1,1,1,Traditional,148
49770860,Single-Family,Active,1047 Marcella Street,Houston,77091,Harris,348500,9,Shepherd Park Terrace Sec 02,Shepherd Park Plaza Area,27,Houston,HIGHLAND HEIGHTS ELEMENTARY SCHOOL,WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1793,194.37,1965,3,2,2,1,1,1,Traditional,104
79071592,Single-Family,Active,14023 Woodthorpe Lane,Houston,77079,Harris,490000,23,Nottingham West Sec 02,Memorial West,49,Spring Branch,WILCHESTER ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),1864,262.88,1965,4,2,2,1,1,2,Traditional,16
41582695,Single-Family,Active,6031 Lymbar Drive,Houston,77096,Harris,429000,20,Maplewood South Sec 07 R/P,Brays Oaks,27,Houston,ELROD ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2448,175.25,1965,4,2,2,1,1,2,"Georgian, Traditional",102
46344443,Single-Family,Active,5802 Hewitt Drive,Houston,77092,Harris,339000,9,Oak Forest Sec 17,Oak Forest West Area,27,Houston,WAINWRIGHT ELEMENTARY SCHOOL,CLIFTON MIDDLE SCHOOL (HOUSTON),SCARBOROUGH HIGH SCHOOL,2166,156.51,1965,3,2,2,1,1,2,"Ranch, Traditional",89
30278277,Single-Family,Active,6119 Dumfries Drive,Houston,77096,Harris,319000,20,Maplewood South,Brays Oaks,27,Houston,ELROD ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1936,164.77,1965,3,2,2,1,1,2,Traditional,129
36469331,Single-Family,Active,5906 Hewitt Drive,Houston,77092,Harris,349500,9,Oak Forest Sec 17,Oak Forest West Area,27,Houston,WAINWRIGHT ELEMENTARY SCHOOL,CLIFTON MIDDLE SCHOOL (HOUSTON),SCARBOROUGH HIGH SCHOOL,1405,248.75,1965,3,2,2,0,1,0,Traditional,88
13065500,Single-Family,Active,5530 Wigton Drive,Houston,77096,Harris,459000,20,Marilyn Estates,Meyerland Area,27,Houston,PARKER ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2415,190.06,1965,4,2,2,1,1,2,"Contemporary/Modern, Traditional",5
24750791,Single-Family,Active,8419 N Roos Road,Houston,77036,Harris,238000,21,Sharpstown Cntry Cl Terrace Se,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1786,133.26,1965,3,2,2,1,1,0,Traditional,41
87040879,Single-Family,Active,10210 Tolman Street,Houston,77034,Harris,195000,3,Sun Valley Sec 02,Hobby Area,41,Pasadena,GARFIELD ELEMENTARY SCHOOL,MILLER INTERMEDIATE SCHOOL,MEMORIAL HIGH SCHOOL (PASADENA),1658,117.61,1965,3,2,2,0,1,2,Ranch,6
5252640,Single-Family,Active,14135 Barryknoll Lane,Houston,77079,Harris,519900,23,NOTTINGHAM WEST 1,Memorial West,49,Spring Branch,WILCHESTER ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),1806,287.87,1965,3,2,2,1,1,2,Traditional,19
3744024,Single-Family,Active,14542 River Forest Drive,Houston,77079,Harris,520100,23,Ashford Forest Sec 01,Memorial West,49,Spring Branch,MEADOW WOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),1692,307.39,1965,4,2,2,1,1,1,Colonial,123
86619660,Single-Family,Active,5919 Sanford Road,Houston,77096,Harris,319000,20,Westbury Sec 05,Brays Oaks,27,Houston,PARKER ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1770,180.23,1965,3,2,2,0,1,2,Colonial,57
50216460,Single-Family,Active,6321 Deerwood Road,Houston,77057,Harris,749000,22,Woodway Glen Sec 01 02 R/P,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,4162,179.96,1965,4,4,4.2,2,2,1,Mediterranean,20
55924288,Single-Family,Active,2818 Garapan Street,Houston,77091,Harris,215000,9,Yorkdale Tr A U/R,Northwest Houston,1,Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,1605,133.96,1965,3,2,2.2,0,1,1,Traditional,35
3610423,Single-Family,Active,9207 Cobbleshire Drive,Houston,77037,Harris,205000,34,Northline Terrace Sec 02,Aldine Area,1,Aldine,CARROLL ACADEMY,GRANTHAM ACADEMY,ALDINE HIGH SCHOOL,3008,68.15,1965,7,5,5,0,1,0,Traditional,34
48548485,Single-Family,Active,615 Rainy River Drive,Houston,77037,Harris,185000,34,Northline Terrace,Aldine Area,1,Aldine,GOODMAN ELEMENTARY SCHOOL (ALDINE),STOVALL MIDDLE SCHOOL,ALDINE HIGH SCHOOL,1914,96.66,1965,4,2,2,0,1,0,Traditional,21
88320877,Single-Family,Active,700 Littlewood Street,Baytown,77521,Harris,139900,2,Glen Meadow Sec 01,Baytown/Harris County,23,Goose Creek,JAMES BOWIE ELEMENTARY SCHOOL (GOOSE CREEK),CEDAR BAYOU J H,STERLING HIGH SCHOOL (GOOSE CREEK),1972,70.94,1965,4,2,2,1,1,0,Traditional,14
97772848,Single-Family,Active,5939 Sanford Road,Houston,77096,Harris,325000,20,Westbury Sec 05,Brays Oaks,27,Houston,PARKER ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1723,188.62,1965,3,2,2,1,1,0,Ranch,5
51627559,Single-Family,Active,711 Meadowglen Drive,Baytown,77521,Harris,149900,2,Glen Meadow Sec 02,Baytown/Harris County,23,Goose Creek,JAMES BOWIE ELEMENTARY SCHOOL (GOOSE CREEK),CEDAR BAYOU J H,STERLING HIGH SCHOOL (GOOSE CREEK),1504,99.67,1965,3,2,2,1,1,0,Traditional,6
21868803,Single-Family,Active,11035 Hoffer Street,Houston,77089,Harris,199900,3,Beverly Hills,Southbelt/Ellington,41,Pasadena,ATKINSON ELEMENTARY SCHOOL,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1526,131,1965,3,2,2,0,1,0,"Ranch, Traditional",18
71934592,Single-Family,Active,10671 Ivyridge Road,Houston,77043,Harris,319900,24,Spring Lea Sec 01,Spring Branch,49,Spring Branch,SHADOW OAKS ELEMENTARY SCHOOL,SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1458,219.41,1965,3,2,2,0,1,2,Traditional,5
55640896,Single-Family,Active,11506 Sagehurst Lane,Houston,77089,Harris,190000,3,Sagemont Sec 03,Southbelt/Ellington,41,Pasadena,STUCHBERY ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1925,98.7,1965,4,2,2,0,1,2,Traditional,14
31598924,Single-Family,Active,11618 Sagegrove Lane,Houston,77089,Harris,216000,3,Sagemont Sec 03,Southbelt/Ellington,41,Pasadena,STUCHBERY ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1807,119.54,1965,4,2,2,0,1,2,Traditional,46
57897350,Single-Family,Active,4414 Colchester Street,Houston,77018,Harris,530000,9,Candlelight Estates Sec 01,Oak Forest East Area,27,Houston,STEVENS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1917,276.47,1965,3,2,2,0,1,2,Traditional,18
62380166,Single-Family,Active,9767 Rambling Trail,Houston,77089,Harris,179999,3,Beverly Hills Sec 08,Southbelt/Ellington,41,Pasadena,ATKINSON ELEMENTARY SCHOOL,BEVERLYHILLS INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1940,92.78,1965,3,2,2,1,1,2,Traditional,117
40602169,Single-Family,Active,4014 Oakside Drive,Houston,77053,Harris,140000,18,Wildheather Sec 02,Five Corners,27,Houston,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1200,116.67,1965,2,1,1.1,1,1,0,Traditional,131
93004654,Single-Family,Active,4727 Pinebrook Lane,Houston,77053,Harris,175000,18,Westbrook,Five Corners,27,Houston,REAGAN K-8 EDUCATION CENTER,REAGAN K-8 EDUCATION CENTER,MADISON HIGH SCHOOL (HOUSTON),1192,146.81,1965,3,1,1.1,0,1,1,Contemporary/Modern,161
2465935,Single-Family,Active,14930 Lawther Street,Channelview,77530,Harris,177500,2,Channelwood Sec 01,North Channel,8,Channelview,SCHOCHLER ELEMENTARY SCHOOL,JOHNSON JUNIOR HIGH,CHANNELVIEW HIGH SCHOOL,1279,138.78,1965,4,2,2,0,1,2,Traditional,27
45708056,Single-Family,Active,5603 Verdome Lane,Houston,77092,Harris,529900,9,Forest Pines,Oak Forest West Area,27,Houston,WAINWRIGHT ELEMENTARY SCHOOL,CLIFTON MIDDLE SCHOOL (HOUSTON),SCARBOROUGH HIGH SCHOOL,2208,239.99,1965,4,3,3,1,1,2,Ranch,5
6123855,Single-Family,Active,1505 Henninger Street,Houston,77023,Harris,307500,4,Dissen Heights,East End Revitalized,27,Houston,CARRILLO ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),1700,180.88,1965,3,2,2,1,1,2,Other Style,73
27849432,Single-Family,Active,1612 Bonner E Street,Houston,77007,Harris,295000,16,Sessums Tr,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1212,243.4,1965,2,1,1,0,1,0,Traditional,120
19381156,Townhouse/Condo,Active,4017 Breakwood Drive,Houston,77025,Harris,270000,17,Townhouse Manor,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1823,148.11,1965,3,2,2.2,1,1,2,Colonial,56
43168776,Mid/Hi-Rise Condo,Active,5050 Woodway Drive #9R,Houston,77056,Harris,950000,22,Executive House/Houston,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,5323,178.47,1965,2,3,3.1,0,1,0,Other Style,55
51581176,Mid/Hi-Rise Condo,Active,2929 Buffalo Speedway  #1002,Houston,77098,Harris,1699000,16,Lamar Tower Condo Amd,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4927,344.83,1965,3,4,4.1,0,1,0,Other Style,89
40576343,Mid/Hi-Rise Condo,Active,2016 Main Street #2601,Houston,77002,Harris,499900,16,Twenty Sixteen Main Condo,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3885,128.67,1965,3,3,3.2,0,1,0,Other Style,155
16234200,Mid/Hi-Rise Condo,Active,5050 Woodway Drive #7J,Houston,77056,Harris,435000,22,EXECUTIVE HOUSE,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2661,163.47,1965,2,2,2,0,1,0,Other Style,68
12752152,Mid/Hi-Rise Condo,Active,5050 Woodway Drive #7L,Houston,77056,Harris,430000,22,Executive House/Houston,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2661,161.59,1965,2,2,2,0,1,0,Other Style,150
54933710,Mid/Hi-Rise Condo,Active,2929 Buffalo Speedway  #2004,Houston,77098,Harris,539000,16,Lamar Tower Condo Amd,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2145,251.28,1965,2,2,2.1,0,1,0,Other Style,92
53168509,Mid/Hi-Rise Condo,Active,2929 Buffalo Speedway  #A503,Houston,77098,Harris,499999,16,Lamar Tower Condo Amd,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2119,235.96,1965,2,2,2.1,0,1,0,Other Style,204
66594794,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #201/203,Houston,77006,Harris,315000,16,Parc V,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1832,171.94,1965,3,2,2,0,1,0,Other Style,29
95972509,Mid/Hi-Rise Condo,Active,2929 BUFFALO SPEEDWAY  #302,Houston,77098,Harris,375000,16,Lamar Toweer,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1705,219.94,1965,3,2,2,0,1,0,Other Style,121
39126671,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #903/905,Houston,77006,Harris,265000,16,Parc 04 & Parc V Condo,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1584,167.3,1965,2,2,2,0,1,0,Other Style,20
68388227,Mid/Hi-Rise Condo,Active,2929 Buffalo Speedway  #1512,Houston,77098,Harris,398000,16,Lamar Tower,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1552,256.44,1965,2,2,2,0,1,0,Other Style,266
92245578,Mid/Hi-Rise Condo,Active,7600 Burgoyne Road #148,Houston,77063,Harris,149999,22,Baxter House Condo,Charnwood/Briarbend,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1383,108.46,1965,2,2,2,0,1,0,Other Style,45
72434711,Mid/Hi-Rise Condo,Active,5050 Woodway Drive #2A,Houston,77056,Harris,219000,22,Executive House/Houston,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1330,164.66,1965,1,1,1,0,1,0,Other Style,221
28904978,Mid/Hi-Rise Condo,Active,5050 Woodway Drive #5H,Houston,77056,Harris,175000,22,Executive House/Houston,Tanglewood Area,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1330,131.58,1965,1,1,1,1,1,0,Other Style,180
20151049,Mid/Hi-Rise Condo,Active,2016 Main Street #704,Houston,77002,Harris,219000,16,Sterling Green Sec 09,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1169,187.34,1965,2,2,2,0,1,0,Other Style,12
83796968,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #1001,Houston,77006,Harris,299000,16,Parc 04 & Parc V Condo,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1040,287.5,1965,2,2,2,0,1,0,Other Style,186
58961136,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #704,Houston,77006,Harris,204999,16,Parc 04 & Parc V Condo,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),795,257.86,1965,1,1,1,0,1,0,Other Style,118
69569788,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #805,Houston,77006,Harris,195900,16,Parc 04 & Parc V Condo,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),792,247.35,1965,1,1,1,0,1,0,Other Style,14
34980909,Mid/Hi-Rise Condo,Active,3600 Montrose Boulevard #207,Houston,77006,Harris,169900,16,Parc 04 & Parc V Condo,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),675,251.7,1965,1,1,1,0,1,0,Other Style,125
57146531,Townhouse/Condo,Active,6305 Westward Street #119,Houston,77081,Harris,68000,21,Courtland Park Condo,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),WISDOM HIGH SCHOOL,1400,48.57,1966,3,2,2,0,1,0,Traditional,27
90202038,Townhouse/Condo,Active,6305 Westward Street #114,Houston,77081,Harris,53500,21,Courtland Park Twnhms Condos,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),WISDOM HIGH SCHOOL,1015,52.71,1966,2,1,1,0,2,0,Traditional,63
40262387,Townhouse/Condo,Active,6305 Westward Street #153,Houston,77081,Harris,54500,21,Courtland Park Condo,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),WISDOM HIGH SCHOOL,945,57.67,1966,2,1,1,0,1,0,Traditional,131
21055757,Townhouse/Condo,Active,6305 Westward Street #130,Houston,77081,Harris,52500,21,Courtland Park Condo,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),WISDOM HIGH SCHOOL,945,55.56,1966,2,1,1,0,1,0,Traditional,27
47211075,Townhouse/Condo,Active,6305 Westward Street #143,Houston,77081,Harris,52500,21,Courtland Park Condo,Gulfton,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),WISDOM HIGH SCHOOL,945,55.56,1966,2,1,1,0,1,0,Traditional,27
49493868,Single-Family,Active,5 W Rivercrest Drive,Houston,77042,Harris,2390000,22,Rivercrest R/P,Rivercrest,27,Houston,WALNUT BEND ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WESTSIDE HIGH SCHOOL,5951,401.61,1966,5,4,4.1,1,2,0,Other Style,36
40550241,Townhouse/Condo,Active,7510 Hornwood Drive #303,Houston,77036,Harris,119990,21,Sussex Condo East,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1115,107.61,1966,3,2,2,0,1,2,Other Style,50
66671508,Townhouse/Condo,Active,7520 Hornwood Drive #503,Houston,77036,Harris,110000,21,Sussex Condo West,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1009,109.02,1966,2,1,1,0,1,0,Traditional,60
18557579,Townhouse/Condo,Active,7520 Hornwood Drive #403,Houston,77036,Harris,100000,21,Sussex Condo West,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1009,99.11,1966,2,1,1,0,1,0,Traditional,52
63529299,Townhouse/Condo,Active,7520 Hornwood Drive #205,Houston,77036,Harris,89000,21,Sussex Condo West,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,794,112.09,1966,2,1,1,0,1,0,Traditional,22
94945266,Townhouse/Condo,Active,1267 Witte Road #24,Houston,77055,Harris,155000,24,Westview Village Condo,Spring Branch,49,Spring Branch,SHADOW OAKS ELEMENTARY SCHOOL,SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,1560,99.36,1966,3,2,2.1,0,2,0,Colonial,40
98889829,Townhouse/Condo,Active,1249 Witte Road #20,Houston,77055,Harris,154990,24,Westview Village Condo,Spring Branch,49,Spring Branch,WOODVIEW ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),SPRING WOODS HIGH SCHOOL,1560,99.35,1966,3,2,2.1,0,2,0,Traditional,2
81925031,Townhouse/Condo,Active,8236 Fondren Rd Road,Houston,77074,Harris,150000,21,University Arms T/H Sec 02,Sharpstown Area,27,Houston,MCNAMARA ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1602,93.63,1966,3,2,2.1,0,2,2,Traditional,168
65843345,Townhouse/Condo,Active,8214 Fondren Road,Houston,77074,Harris,109900,21,University Arms T/H Sec 02,Sharpstown Area,27,Houston,MCNAMARA ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1566,70.18,1966,2,2,2.1,0,2,0,Traditional,147
77550681,Single-Family,Active,153 Mable Street,Baytown,77520,Harris,173900,2,Oakland Estates,Baytown/Harris County,16,Deer Park,DEER PARK ELEMENTARY SCHOOL,DEER PARK JUNIOR HIGH SCHOOL,DEER PARK HIGH SCHOOL,1736,100.17,1966,4,2,2,0,1,2,Traditional,7
69262377,Single-Family,Active,16526 Lisa Dawn Lane,Houston,77049,Harris,225000,2,Twinland Estates,North Channel,8,Channelview,Brown Elementary School (Channelview),AGUIRRE JUNIOR HIGH,CHANNELVIEW HIGH SCHOOL,1632,137.87,1966,4,2,2,0,1,0,Traditional,46
48920601,Single-Family,Active,11202 Sagedowne Lane,Houston,77089,Harris,215000,3,Sagemont Sec 05,Southbelt/Ellington,41,Pasadena,STUCHBERY ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,1851,116.15,1966,3,2,2,0,1,2,Traditional,41
95849307,Single-Family,Active,8643 Cedarbrake Drive,Houston,77055,Harris,699000,24,Magnolia Valley,Memorial Villages,49,Spring Branch,VALLEY OAKS ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),1850,377.84,1966,4,2,2,1,1,0,"Ranch, Traditional",11
25179635,Single-Family,Active,4903 Candlecrest Drive,Houston,77018,Harris,829000,9,Candlelight Plaza Sec 01,Shepherd Park Plaza Area,27,Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2996,276.7,1966,4,2,2.2,1,2,2,Traditional,13
52990408,Single-Family,Active,3350 Crestdale Drive,Houston,77080,Harris,285000,24,Kempwood Sec 01,Spring Branch,49,Spring Branch,SPRING SHADOW ELEMENTARY SCHOOL,NORTHBROOK MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1447,196.96,1966,3,2,2,0,1,2,"Ranch, Traditional",12
60848538,Single-Family,Active,14339 Heatherfield Drive,Houston,77079,Harris,695000,23,Nottingham Forest,Memorial West,49,Spring Branch,MEADOW WOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),3311,209.91,1966,4,3,3.1,1,2,2,Traditional,370
26318162,Single-Family,Active,3806 Gardendale Drive,Houston,77092,Harris,309000,9,Shepherd Forest Sec 03,Oak Forest West Area,27,Houston,STEVENS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1467,210.63,1966,3,2,2,0,1,0,Traditional,103
93243759,Single-Family,Active,9411 Brown Leaf Circle,Houston,77096,Harris,414999,20,Maplewood South Sec 08,Brays Oaks,27,Houston,ELROD ELEMENTARY SCHOOL (HOUSTON),FONDREN MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2701,153.65,1966,4,2,2.1,1,1,2,Traditional,54
28710281,Single-Family,Active,2611 Southwick Street,Houston,77080,Harris,369000,24,Spring Shadows Sec 01,Spring Branch,49,Spring Branch,SPRING SHADOW ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2298,160.57,1966,4,2,2,1,1,2,Traditional,58
34975779,Single-Family,Active,8102 Langdon Lane,Houston,77036,Harris,260000,21,Sharpstown Cc Terrace Sec 02,Sharpstown Area,27,Houston,NEFF ELEMENTARY SCHOOL,SUGAR GROVE MIDDLE SCHOOL,SHARPSTOWN HIGH SCHOOL,1600,162.5,1966,3,2,2,1,1,1,Traditional,33
31774271,Single-Family,Active,12634 Trail Hollow Drive,Houston,77024,Harris,765000,23,Fonn Villas #4,Memorial West,49,Spring Branch,BUNKER HILL ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),2665,287.05,1966,4,2,2.1,1,2,2,Ranch,186
78855083,Single-Family,Active,2610 Teague Road,Houston,77080,Harris,400000,24,Spring Shadows Sec 01,Spring Branch,49,Spring Branch,SPRING SHADOW ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2777,144.04,1966,4,2,2,1,1,2,Traditional,4
55614586,Single-Family,Active,13722 Pebblebrook Drive,Houston,77079,Harris,860000,23,Wilchester West Reserve C,Memorial West,49,Spring Branch,WILCHESTER ELEMENTARY SCHOOL,MEMORIAL MIDDLE SCHOOL (SPRING BRANCH),STRATFORD HIGH SCHOOL (SPRING BRANCH),2645,325.14,1966,4,2,2.1,1,1,1,Ranch,3
